"name","main_img","images","description","cat"
"Máy xông hơi khô SAWO SCA-60NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-Z-2.jpg","Mã: SCA-60NS-Z

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử LED-Z (Đã bao gồm)

Tuỳ chọn chức năng: Kết nối USB, Bluetooth, FM

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-Z-V2","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-Z-V2-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-Z-V2-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-Z-V2-2.jpg","Mã: SCA-60NS-Z-V2

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử V2 Classic đồng bộ chính hãng (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NB","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NB-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NB-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NB-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NB-3.jpg","Mã: SCA-90NB

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 575mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-AT","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-AT-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-AT-1.jpg","Mã: SCA-90NS-AT

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử cảm ứng AT86 (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-OL","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-OL-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-OL-1.jpg","Mã: SCA-90NS-OL

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử cảm ứng OL (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-SST","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-SST-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-SST-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-SST-2.jpg","Mã: SCA-90NS-SST

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 575mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Innova-SST

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-U","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-U-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-U-1.jpg","Mã: SCA-90NS-U

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử UTH170 (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-Z-2.jpg","Mã: SCA-90NS-Z

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử LED-Z (Đã bao gồm)

Tuỳ chọn chức năng: Kết nối USB, Bluetooth, FM

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-90NS-Z-V2","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-90NS-Z-V2-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-90NS-Z-V2-1.jpg","Mã: SCA-90NS-Z-V2

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử V2 Classic đồng bộ chính hãng (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-105NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-105NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-105NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-105NS-Z-2.jpg","Mã: TAU-105NS-Z

Công suất: 10,5 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 560mm x 570mm x 685mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-120NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-120NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-120NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-120NS-Z-2.jpg","Mã: TAU-120NS-Z

Công suất: 12 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 560mm x 570mm x 685mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-150NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-150NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-150NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-150NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-150NS-Z-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-150NS-Z-4.jpg","Mã: TAU-150NS-Z

Công suất: 15 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 560mm x 570mm x 685mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-180NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-180NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-180NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-180NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-180NS-Z-3.jpg","Mã: TAU-180NS-Z

Công suất: 180 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 710mm x 570mm x 685mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-210NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-210NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-210NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-210NS-Z-2.jpg","Mã: TAU-210NS-Z

Công suất: 210 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 950mm x 570mm x 685mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-240NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-240NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-240NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-240NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-240NS-Z-3.jpg","Mã: TAU-240NS-Z

Công suất: 240 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 950mm x 570mm x 685mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TAU-90NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TAU-90NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-90NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-90NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-90NS-Z-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TAU-90NS-Z-4.jpg","Mã: TAU-90NS-Z

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 560mm x 570mm x 685mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*DÒNG MÁY CHUYÊN DỤNG TRONG KINH DOANH

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TH3-60NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TH3-60NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH3-60NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH3-60NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH3-60NS-Z-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH3-60NS-Z-4.jpg","Mã: TH3-60NS-Z

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 260mm x 260mm x 1300mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TH5-90NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TH5-90NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH5-90NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH5-90NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH5-90NS-Z-3.jpg","Mã: TH5-90NS-Z

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 260mm x 260mm x 1300mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TH6-120NS-P","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TH6-120NS-P-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-P-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-P-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-P-3.jpg","Mã: TH6-120NS-P

Công suất: 12 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 260mm x 260mm x 1300mm

Nguồn điện: 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO TH6-120NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO TH6-120NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-Z-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-Z-4.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-TH6-120NS-Z-5.jpg","Mã: TH6-120NS-Z

Công suất: 12 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 260mm x 260mm x 1300mm

Nguồn điện: 3P 380V

Bảng điều khiển: Điển tử cảm ứng (Đã bao gồm)

*Dòng máy cao cấp LUXURY

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
